Census Tract,Total Population,California County,ZIP,City,"Drinking Water
Score","Drinking Water Score
Pctl",Arsenic,"Arsenic
Pctl",Cadmium,"Cadmium
Pctl",DBCP,"DBCP
Pctl",HexChrom,"HexChrom
Pctl",Lead,"Lead
Pctl",Nitrate,"Nitrate
Pctl",Perchlorate,"Perchlorate
Pctl",TCE,"TCE
Pctl",THM,"THM
Pctl",Uranium,"Uranium
Pctl","MCL
Violations","MCL
Violations
Pctl","TCR
Violations","TCR
Violations
Pctl"
6053013100,1930,Monterey ,93940,Monterey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6053980000,7,Monterey ,93905,Salinas,184.45,17.35,4.611,96.55,0,0,0,0,NA,NA,0,0,14.083,87.90,0,0,0,0,0,0,NA,NA,0,0,0,0
6055202000,5155,Napa ,94515,Calistoga,339.57,48.09,0.560,42.78,0,0,0,0,NA,NA,0.122,86.82,0.057,14.83,0,0,0,0,59.282,97.68,NA,NA,0,0,0.954,97.46
6057000104,3190,Nevada ,95949,Grass Valley,60.36,8.88,0,0,0,0,NA,NA,NA,NA,NA,NA,4.104,60.36,0,0,0,0,0,0,NA,NA,0,0,0,0
6061020300,4520,Placer ,95603,Auburn,71.32,10.28,0.109,25.64,0,0,0,0,0,0,0,0,0.076,15.16,0,0,0,0,14.231,30.52,NA,NA,0,0,0,0
6061020401,2129,Placer ,95603,Auburn,64.95,9.81,0.111,25.73,0,0,0,0,0,0,0,0,0.012,8.39,0,0,0,0,14.416,30.83,NA,NA,0,0,0,0
6061020402,3396,Placer ,95603,Auburn,64.90,9.80,0.111,25.74,0,0,0,0,0,0,0,0,0.010,8.32,0,0,0,0,14.419,30.84,NA,NA,0,0,0,0
6061020501,2879,Placer ,95658,Newcastle,262.88,34.55,0.863,55.25,0,0,0,0,0,0,0,0,15.059,88.80,0,0,0,0,8.617,25.81,NA,NA,0,0,0.027,93.03
6061020502,4103,Placer ,95603,Auburn,84.77,11.52,0.090,25.16,0,0,0,0,0,0,0,0,0.745,30.13,0,0,0,0,12.738,29.48,NA,NA,0,0,0,0
6061021203,6536,Placer ,95650,Loomis,65.70,9.86,0.150,27.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.733,38.64,NA,NA,0,0,0,0
6061021204,2482,Placer ,95663,Penryn,114.82,12.18,0.320,33.23,0,0,0,0,0,0,0,0,3.384,46.62,0,0,0,0,17.045,34.97,NA,NA,0,0,0,0
6061021502,3554,Placer ,95603,Auburn,71.38,10.29,0.108,25.60,0,0,0,0,0,0,0,0,0.088,15.30,0,0,0,0,14.209,30.48,NA,NA,0,0,0,0
6065045109,3831,Riverside ,92253,La Quinta,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
6065045110,5401,Riverside ,92253,La Quinta,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
6065046101,3060,Riverside ,92225,Blythe,98.73,11.80,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1.000,98.73
6065940100,166,Riverside ,92239,Desert Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6065981000,7634,Riverside ,92239,Desert Center,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6067005506,3066,Sacramento ,95825,Sacramento,324.79,45.61,3.022,93.57,0,0,0,0,2.137,83.80,0,0,8.841,75.83,0,0,0.013,71.59,0,0,NA,NA,0,0,0,0
6067008006,5718,Sacramento ,95628,Fair Oaks,208.21,21.38,0.005,19.17,0,0,0,0,0,0,0,0,0.073,15.08,<0.001,77.92,0.001,67.07,12.164,28.96,NA,NA,0,0,0,0
6067008008,4610,Sacramento ,95628,Fair Oaks,28.99,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.200,28.99,NA,NA,0,0,0,0
6067008009,4407,Sacramento ,95628,Fair Oaks,205.26,21.03,0.002,18.81,0,0,0,0,0,0,0,0,0.038,13.57,<0.001,77.52,0.001,66.39,12.181,28.97,NA,NA,0,0,0,0
6067008402,5505,Sacramento ,95630,Folsom,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6067008403,5246,Sacramento ,95630,Folsom,39.34,4.79,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,19.708,39.34,NA,NA,0,0,0,0
6067008501,6228,Sacramento ,95630,Folsom,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6067008504,4320,Sacramento ,95630,Folsom,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6067008505,2186,Sacramento ,95630,Folsom,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6067008506,2520,Sacramento ,95630,Folsom,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6067008507,3687,Sacramento ,95630,Folsom,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6067008508,6825,Sacramento ,95630,Folsom,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6067008509,4711,Sacramento ,95630,Folsom,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6067008510,4744,Sacramento ,95630,Folsom,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6067008512,3819,Sacramento ,95630,Folsom,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6067008513,2793,Sacramento ,95630,Folsom,38.61,4.76,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,18.699,38.61,NA,NA,0,0,0,0
6067008702,3082,Sacramento ,95670,Rancho Cordova,288.75,39.42,0.357,34.06,0,0,0,0,NA,NA,0,0,5.474,65.52,0.029,84.36,0.100,77.82,9.501,26.99,NA,NA,0,0,0,0
6067008703,4912,Sacramento ,95670,Rancho Cordova,288.75,39.42,0.357,34.06,0,0,0,0,NA,NA,0,0,5.474,65.52,0.029,84.36,0.100,77.82,9.501,26.99,NA,NA,0,0,0,0
6067008704,3231,Sacramento ,95742,Rancho Cordova,288.75,39.42,0.357,34.06,0,0,0,0,NA,NA,0,0,5.474,65.52,0.029,84.36,0.100,77.82,9.501,26.99,NA,NA,0,0,0,0
6067008905,4451,Sacramento ,95670,Rancho Cordova,288.54,39.22,0.357,34.07,0,0,0,0,0,0,0,0,5.474,65.45,0.029,84.29,0.100,77.75,9.501,26.99,NA,NA,0,0,0,0
6067008907,4835,Sacramento ,95670,Rancho Cordova,288.75,39.42,0.357,34.06,0,0,0,0,NA,NA,0,0,5.474,65.52,0.029,84.36,0.100,77.82,9.501,26.99,NA,NA,0,0,0,0
6067008908,4835,Sacramento ,95670,Rancho Cordova,288.75,39.42,0.357,34.06,0,0,0,0,NA,NA,0,0,5.474,65.52,0.029,84.36,0.100,77.82,9.501,26.99,NA,NA,0,0,0,0
6067008912,3100,Sacramento ,95670,Rancho Cordova,288.75,39.42,0.357,34.06,0,0,0,0,NA,NA,0,0,5.474,65.52,0.029,84.36,0.100,77.82,9.501,26.99,NA,NA,0,0,0,0
6067009010,4866,Sacramento ,95670,Rancho Cordova,306.72,43.46,0.761,52.18,0,0,0,0,0,0,0,0,5.527,66.99,0.026,84.00,0.089,77.15,9.088,26.40,NA,NA,0,0,0,0
6067988300,6747,Sacramento ,95630,Folsom,51.35,7.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.944,51.35,NA,NA,0,0,0,0
6071008710,4442,San Bernardino,92399,Yucaipa,181.12,17.14,0,0,0,0,0,0,3.943,91.61,0,0,15.996,89.51,0,0,0,0,0,0,NA,NA,0,0,0,0
6071008800,6382,San Bernardino,92399,Yucaipa,181.12,17.14,0,0,0,0,0,0,3.943,91.61,0,0,15.996,89.51,0,0,0,0,0,0,NA,NA,0,0,0,0
6071012300,1513,San Bernardino,92346,Highland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6071940100,1520,San Bernardino,92242,Earp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6071980100,0,San Bernardino,92408,San Bernardino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6073003800,6530,San Diego,92136,San Diego,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6075017902,2880,San Francisco,94130,San Francisco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6079010403,3788,San Luis Obispo,93428,Cambria,101.05,11.99,0.375,34.45,0,0,0,0,NA,NA,0,0,1.388,37.02,0,0,0,0,13.100,29.58,NA,NA,0,0,0,0
6079010404,2249,San Luis Obispo,93428,Cambria,101.08,12.00,0.382,34.60,0,0,0,0,NA,NA,0,0,1.367,36.93,0,0,0,0,12.883,29.55,NA,NA,0,0,0,0
6079010504,2592,San Luis Obispo,93430,Cayucos,226.97,26.26,1.066,62.23,0,0,0,0,NA,NA,0.022,78.21,0.829,31.51,0,0,0,0,32.489,55.01,NA,NA,0,0,0,0
6079010701,4650,San Luis Obispo,93402,Los Osos,209.93,22.26,0.167,27.99,0,0,0.002,83.15,NA,NA,0,0,9.024,76.56,0,0,0,0,4.700,22.22,NA,NA,0,0,0,0
6079010703,3487,San Luis Obispo,93402,Los Osos,215.43,24.18,0.127,26.38,0,0,0.007,86.69,NA,NA,0,0,10.701,81.58,0,0,0,0,3.673,20.78,NA,NA,0,0,0,0
6079010707,5751,San Luis Obispo,93402,Los Osos,204.19,20.87,0.017,20.28,0,0,0.004,85.65,NA,NA,0,0,16.774,90.40,0,0,0,0,0.158,7.86,NA,NA,0,0,0,0
6079010902,3874,San Luis Obispo,93405,San Luis Obispo,162.13,15.18,0.250,30.49,0,0,0,0,NA,NA,<0.001,72.64,<0.001,7.88,0,0,0,0,29.491,51.12,NA,NA,0,0,0,0
6079011002,2877,San Luis Obispo,93401,San Luis Obispo,175.50,16.43,0.284,31.68,0,0,0,0,NA,NA,0.030,79.56,0.036,13.51,0,0,0,0,29.211,50.75,NA,NA,0,0,0,0
6079011101,3592,San Luis Obispo,93401,San Luis Obispo,81.59,11.34,0.250,30.45,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,29.494,51.14,NA,NA,0,0,0,0
6079011102,5127,San Luis Obispo,93401,San Luis Obispo,81.59,11.34,0.250,30.45,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,29.494,51.14,NA,NA,0,0,0,0
6081601605,6189,San Mateo,94015,Daly City,63.62,9.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.172,63.62,NA,NA,0,0,0,0
6081603200,3828,San Mateo,94044,Pacifica,63.27,9.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.892,63.27,NA,NA,0,0,0,0
6081603300,6404,San Mateo,94044,Pacifica,63.27,9.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.892,63.27,NA,NA,0,0,0,0
6081603400,5483,San Mateo,94044,Pacifica,63.29,9.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.894,63.29,NA,NA,0,0,0,0
6081613502,5975,San Mateo,94019,Half Moon Bay,211.72,23.82,0.347,33.83,0,0,0,0,0,0,0,0,1.198,35.71,0,0,0,0,28.076,49.23,NA,NA,0.055,92.95,0,0
6081613600,6018,San Mateo,94038,Moss Beach,386.05,55.94,0.181,28.50,0,0,0,0,0,0,8.559,99.80,6.643,71.37,0,0,0.001,68.16,5.676,23.38,NA,NA,0.825,94.85,0,0
6081984300,0,San Mateo,94128,San Francisco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6083980100,11,Santa Barbara,00057,Channel Islands,41.44,4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.247,41.44,NA,NA,0,0,0,0
6085504307,5563,Santa Clara,95132,San Jose,161.52,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.638,62.79,NA,NA,0,0,1.000,98.73
6085504311,7062,Santa Clara,95131,San Jose,161.52,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.638,62.79,NA,NA,0,0,1.000,98.73
6085504314,4753,Santa Clara,95132,San Jose,161.52,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.638,62.79,NA,NA,0,0,1.000,98.73
6085504315,6562,Santa Clara,95132,San Jose,161.52,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.638,62.79,NA,NA,0,0,1.000,98.73
6085504316,4839,Santa Clara,95131,San Jose,161.52,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.638,62.79,NA,NA,0,0,1.000,98.73
6085504317,4429,Santa Clara,95131,San Jose,161.52,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.638,62.79,NA,NA,0,0,1.000,98.73
6085504320,2903,Santa Clara,95132,San Jose,161.52,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.638,62.79,NA,NA,0,0,1.000,98.73
6085504321,5346,Santa Clara,95132,San Jose,161.52,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.638,62.79,NA,NA,0,0,1.000,98.73
6085504323,5741,Santa Clara,95131,San Jose,161.52,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.638,62.79,NA,NA,0,0,1.000,98.73
6085505008,5254,Santa Clara,95134,San Jose,161.52,14.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.638,62.79,NA,NA,0,0,1.000,98.73
6085512310,3791,Santa Clara,95037,Morgan Hill,357.80,51.60,0,0,0,0,0,0,1.300,76.03,0.500,95.53,24.160,96.17,0.027,84.05,0,0,0.028,6.03,NA,NA,0,0,0,0
6085512312,2899,Santa Clara,95037,Morgan Hill,256.31,33.96,0,0,0,0,0,0,1.300,76.03,0,0,24.139,96.13,0.027,84.15,0,0,0,0,NA,NA,0,0,0,0
6085512313,3887,Santa Clara,95037,Morgan Hill,256.31,33.96,0,0,0,0,0,0,1.300,76.03,0,0,24.139,96.13,0.027,84.15,0,0,0,0,NA,NA,0,0,0,0
6085512503,7726,Santa Clara,95020,Gilroy,191.12,19.05,0.005,19.22,0,0,0,0,0.503,67.98,0,0,25.310,98.83,0,0,0,0,0.009,5.09,NA,NA,0,0,0,0
6085512506,6686,Santa Clara,95020,Gilroy,173.30,16.08,0,0,0,0,0,0,0.522,68.95,0,0,26.031,99.16,0,0,0,0,0.010,5.18,NA,NA,0,0,0,0
6085512508,7955,Santa Clara,95020,Gilroy,173.30,16.08,0,0,0,0,0,0,0.522,68.95,0,0,26.031,99.16,0,0,0,0,0.010,5.18,NA,NA,0,0,0,0
6085512510,6194,Santa Clara,95020,Gilroy,173.30,16.08,0,0,0,0,0,0,0.522,68.95,0,0,26.031,99.16,0,0,0,0,0.010,5.18,NA,NA,0,0,0,0
6085512603,3954,Santa Clara,95020,Gilroy,173.30,16.08,0,0,0,0,0,0,0.522,68.95,0,0,26.031,99.16,0,0,0,0,0.010,5.18,NA,NA,0,0,0,0
6085512604,4505,Santa Clara,95020,Gilroy,173.30,16.08,0,0,0,0,0,0,0.522,68.95,0,0,26.031,99.16,0,0,0,0,0.010,5.18,NA,NA,0,0,0,0
6089011701,2240,Shasta ,96019,Shasta Lake,58.87,8.66,0.009,19.60,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,19.605,39.27,NA,NA,0,0,0,0
6089011702,3476,Shasta ,96019,Shasta Lake,39.21,4.78,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,19.552,39.21,NA,NA,0,0,0,0
6089011703,3282,Shasta ,96019,Shasta Lake,47.70,7.44,0,0,0,0,NA,NA,NA,NA,0,0,0.013,8.47,0,0,0,0,19.563,39.23,NA,NA,0,0,0,0
6089011801,2464,Shasta ,96073,Palo Cedro,155.78,14.04,3.050,93.86,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,37.243,61.92,NA,NA,0,0,0,0
6089011802,2442,Shasta ,96003,Redding,269.16,36.33,2.484,90.36,0,0,NA,NA,NA,NA,0.714,96.51,0.491,26.18,0,0,0,0,33.738,56.10,NA,NA,0,0,0,0
6089011803,2923,Shasta ,96003,Redding,227.61,26.41,0.599,43.93,0,0,NA,NA,NA,NA,0.634,96.27,2.822,44.99,0,0,0,0,21.948,42.42,NA,NA,0,0,0,0
6089012400,4100,Shasta ,96047,Igo,170.05,15.78,1.305,69.70,0,0,NA,NA,NA,NA,0,0,1.861,41.71,0,0,0,0,35.191,58.65,NA,NA,0,0,0,0
6089012500,1477,Shasta ,96051,Lakehead,233.97,30.68,0,0,0,0,NA,NA,0,0,0.237,91.65,1.855,41.67,0,0,0,0,0.207,8.66,NA,NA,0,0,0.008,91.99
6093000500,2142,Siskiyou ,95568,Somes Bar,142.30,13.45,0.097,25.28,0,0,NA,NA,NA,NA,0.499,95.52,0.235,21.51,0,0,0,0,0,0,NA,NA,0,0,0,0
6093000600,1847,Siskiyou ,96032,Fort Jones,197.52,19.97,0.045,23.43,0,0,NA,NA,NA,NA,4.556,99.49,8.243,74.61,0,0,0,0,0,0,NA,NA,0,0,0,0
6093000703,3362,Siskiyou ,96097,Yreka,110.01,12.13,0,0,0,0,NA,NA,NA,NA,0,0,0.072,15.07,0.722,94.94,0,0,0,0,NA,NA,0,0,0,0
6093000800,3412,Siskiyou ,96031,Forks of Salmon,52.46,7.63,0,0,0,0,NA,NA,NA,NA,0,0,3.582,52.46,0,0,0,0,0,0,NA,NA,0,0,0,0
6095252608,3807,Solano ,94533,Fairfield,96.11,11.72,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0.002,68.76,9.933,27.35,NA,NA,0,0,0,0
6095252610,3142,Solano ,94533,Fairfield,96.11,11.72,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0.002,68.76,9.933,27.35,NA,NA,0,0,0,0
6095252611,3263,Solano ,94533,Fairfield,96.11,11.72,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0.002,68.76,9.933,27.35,NA,NA,0,0,0,0
6095252704,5155,Solano ,94585,Suisun City,96.11,11.72,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0.002,68.76,9.933,27.35,NA,NA,0,0,0,0
6095252705,5962,Solano ,94585,Suisun City,96.11,11.72,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0.002,68.76,9.933,27.35,NA,NA,0,0,0,0
6095253000,7810,Solano ,95687,Vacaville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6097153401,6131,Sonoma ,95472,Sebastopol,713.38,97.05,6.072,97.86,<0.001,93.76,<0.001,76.32,0,0,1.540,97.94,6.454,70.38,0,0,0.002,68.52,1.277,13.96,NA,NA,3.884,98.38,0.647,96.26
6097153404,4011,Sonoma ,95472,Sebastopol,472.83,76.04,4.307,95.68,0,0,0,0,NA,NA,2.078,98.67,7.582,73.40,0,0,0,0,0.621,11.83,NA,NA,1.991,97.73,0.332,95.53
6097153502,3684,Sonoma ,94952,Petaluma,357.03,51.55,1.546,72.54,0,0,0,0,NA,NA,4.961,99.54,12.803,85.53,0,0,0,0,0.016,5.47,NA,NA,0.285,93.95,0,0
6097153600,5327,Sonoma ,95472,Sebastopol,660.22,94.82,1.390,71.23,0.005,95.84,0.001,80.75,0,0,2.713,99.03,3.809,58.31,0,0,0.001,66.47,0.136,7.64,NA,NA,<0.001,91.38,<0.001,89.59
6097153703,3490,Sonoma ,95446,Guerneville,225.88,25.94,0.605,44.21,0.154,99.34,NA,NA,NA,NA,0,0,4.034,60.17,0,0,0,0,4.644,22.16,NA,NA,0,0,0,0
6097153804,3239,Sonoma ,95492,Windsor,229.90,27.77,1.601,73.58,0,0,0,0,0,0,0.032,80.35,2.763,44.89,0,0,0,0,14.729,31.08,NA,NA,0,0,0,0
6097153806,3288,Sonoma ,95492,Windsor,229.65,27.74,1.609,73.77,0,0,0,0,0,0,0.032,79.91,2.764,44.90,0,0,0,0,14.728,31.06,NA,NA,0,0,0,0
6097153808,4251,Sonoma ,95492,Windsor,229.65,27.76,1.600,73.57,0,0,0,0,0,0,0.032,79.93,2.763,44.88,0,0,0,0,14.732,31.27,NA,NA,0,0,0,0
6097153809,4336,Sonoma ,95403,Santa Rosa,442.97,63.65,2.051,82.86,0.001,94.80,0,0,0,0,0.581,95.87,2.820,44.98,0,0,0,0,13.684,30.01,NA,NA,0.535,94.45,0,0
6097153903,3760,Sonoma ,95448,Healdsburg,101.70,12.03,0.068,24.01,0,0,0,0,NA,NA,0,0,1.141,35.35,0,0,0,0,21.868,42.34,NA,NA,0,0,0,0
6097154302,3747,Sonoma ,95465,Occidental,543.01,84.76,2.314,84.67,0.003,95.45,0,0,NA,NA,1.079,97.39,4.394,61.16,0,0,0,0,2.962,18.92,NA,NA,0.058,93.01,0.012,92.40
6097154303,1720,Sonoma ,95421,Cazadero,293.97,40.30,5.962,97.72,0,0,NA,NA,NA,NA,0,0,4.536,61.73,0,0,0,0,22.500,43.25,NA,NA,<0.001,91.28,0,0
6097154304,2400,Sonoma ,95421,Cazadero,274.96,36.91,13.040,99.71,0.012,96.78,NA,NA,NA,NA,0,0,3.781,53.24,0,0,0,0,7.702,25.22,NA,NA,0,0,0,0
6099000404,5564,Stanislaus ,95356,Modesto,300.82,42.71,0.771,52.36,0,0,<0.001,76.37,0,0,0,0,0.920,33.55,0,0,0,0,26.551,48.04,NA,NA,0,0,0.001,90.50
6099000806,4231,Stanislaus ,95350,Modesto,53.83,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.277,53.83,NA,NA,0,0,0,0
6099002005,3631,Stanislaus ,95354,Modesto,53.83,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.277,53.83,NA,NA,0,0,0,0
6099002006,4458,Stanislaus ,95357,Modesto,53.83,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.277,53.83,NA,NA,0,0,0,0
6099002803,2866,Stanislaus ,95355,Modesto,53.83,8.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.277,53.83,NA,NA,0,0,0,0
6105000101,2867,Trinity ,96052,Lewiston,191.00,19.04,0.897,56.52,0,0,0,0,NA,NA,0,0,0.278,21.72,0,0,0,0,2.800,18.71,NA,NA,0.320,94.05,0,0
6105000300,3105,Trinity ,96041,Hayfork,7.93,0.01,0,0,0,0,NA,NA,NA,NA,0,0,0.001,7.93,0,0,0,0,0,0,NA,NA,0,0,0,0
6105000400,975,Trinity ,00039,Southeast Trinity County,48.87,7.46,0,0,0,0,NA,NA,NA,NA,NA,NA,2.633,44.63,0,0,0,0,0.001,4.25,NA,NA,0,0,0,0
6109985202,3590,Tuolumne ,95327,Jamestown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6111001001,2488,Ventura ,93001,Ventura,218.71,24.32,0,0,0,0,0,0,0,0,0,0,7.633,73.85,0,0,0,0,28.062,49.22,NA,NA,0,0,0.418,95.64
6111001101,4491,Ventura ,93022,Oak View,303.86,42.97,0,0,0,0,0,0,0,0,0,0,4.958,63.08,0,0,0,0,31.377,53.87,NA,NA,0.002,91.83,0.235,95.09
6111007201,3429,Ventura ,91362,Thousand Oaks,35.32,4.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.472,35.32,NA,NA,0,0,0,0
6111007508,3722,Ventura ,91362,Thousand Oaks,35.32,4.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.472,35.32,NA,NA,0,0,0,0
6111007509,4161,Ventura ,91362,Thousand Oaks,35.32,4.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.472,35.32,NA,NA,0,0,0,0
6111980000,56,Ventura ,00061,Channel Is Air Guard Station,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6115040902,1737,Yuba ,95901,Marysville,159.35,14.74,0.015,19.92,0,0,0,0,NA,NA,1.221,97.50,1.895,41.92,0,0,0,0,0,0,NA,NA,0,0,0,0
6001435900,5073,Alameda ,94580,San Lorenzo,368.42,52.74,<0.001,18.02,<0.001,93.65,<0.001,76.40,NA,NA,<0.001,71.74,0.018,9.13,<0.001,77.88,0,0,NA,NA,<0.001,21.61,0,0,0,0
6001437101,6448,Alameda ,94587,Union City,406.45,59.26,<0.001,18.03,<0.001,93.66,<0.001,76.42,0,0,<0.001,71.75,0.026,13.22,<0.001,77.91,0,0,16.596,33.84,<0.001,21.62,0,0,0,0
6001440200,5989,Alameda ,94587,Union City,81.33,11.30,0,0,0,0,0,0,0,0,0,0,0.417,25.54,0,0,0,0,16.997,34.14,<0.001,21.64,0,0,0,0
6001440333,2839,Alameda ,94587,Union City,81.24,10.94,0,0,0,0,0,0,0,0,0,0,0.416,25.52,0,0,0,0,16.999,34.16,<0.001,21.57,0,0,0,0
6013318000,3267,Contra Costa,94553,Martinez,72.24,10.39,0,0,0,0,0,0,NA,NA,0,0,0.568,26.97,0,0,0,0,5.870,23.86,<0.001,21.41,0,0,0,0
6013321103,4518,Contra Costa,94553,Martinez,72.68,10.42,0,0,0,0,0,0,NA,NA,0,0,0.558,26.92,0,0,0,0,6.114,24.03,<0.001,21.74,0,0,0,0
6013326000,3437,Contra Costa,94523,Pleasant Hill,70.33,10.10,0,0,0,0,0,0,NA,NA,0,0,0.020,12.60,0,0,0,0,17.517,36.17,<0.001,21.55,0,0,0,0
